string,label
"""1,25-dihydroxycholecalciferol is produced in the mitochondria of the proximal convoluted tubule cells of the kidney. The enzyme 1α-hydroxylase hydroxylates 25-hydroxycholecalciferol to 1,25-dihydroxycholecalciferol, the active form of vitamin D<sub>3</sub>. **Kidney failure** leads to **impaired production of 1,25-dihydroxycholecalciferol**, which impairs mineralization and remodeling of osteoid tissue, called osteomalacia in adults. Osteomalacia softens the bone, causing pain and tenderness as well as pathological fractures.""
",1
"""A drug that acts as a **partial agonist** acts at the same site as a full agonist but has **lower efficacy**. Administration of a partial opioid μ-receptor agonist like buprenorphine, which has lower efficacy than a full opioid μ-receptor agonist (e.g., morphine), can help alleviate the unpleasant side effects of opioid withdrawal without causing euphoria.""
",1
"""**Chloramphenicol** is a bacteriostatic antibiotic that **inhibits peptidyltransferase at the 50S subunit** of the ribosome in bacteria. Although it can be used to treat both bacterial meningitis (e.g., _H. influenzae_, _N. meningitidis_, and/or _S. pneumoniae_) and RMSF (_R. rickettsii_), it is rarely used due to the risk of aplastic anemia and gray baby syndrome in newborns. It was administered to this patient because she has an allergy to doxycycline, which is usually the first-line therapy for RMSF.""
",1
"""The development of malignancies in Li-Fraumeni syndrome occurs due to **loss of heterozygosity** in the **p53 tumor suppressor gene**. Affected individuals inherit one abnormal copy of the TP53 gene but only develop cancer once the second allele is somatically mutated or deleted, due to unregulated cell proliferation.""
",1
"""This patient's hypotension is most likely the result of septic shock due to _Pseudomonas_ bacteremia. **Lipid A**, an endotoxin present in the lipopolysaccharide of many gram-negative bacterial cell walls, is responsible for hypotension in gram-negative bacteremia. Upon release from the bacterial cell wall, lipid A causes activation of macrophages and the complement cascade via TNF-α, IL-1, and IL-6, resulting in the **release of additional inflammatory mediators**, including nitric oxide and histamine. These mediators cause **relaxation of the smooth muscles**, inducing vasodilation and hypotension, as seen in this patient.""
",1
"""The **bone matrix** is composed predominantly of **type 1 collagen** fibers. An important step in the formation of collagen is the synthesis of **procollagen**, which has a triple helical structure, from preprocollagen. This process occurs inside the rough endoplasmic reticulum and involves the formation of hydrogen and disulfide bonds between collagen α-chains. Impaired formation of type 1 collagen is characteristic of osteogenesis imperfecta, which is typically caused by autosomal dominant defects in the _COL1A1_ and _COL1A2_ genes.  
",1
"Children with osteogenesis imperfecta can be treated with bisphosphonates, which increase cortical thickness.""
",1
"""The ligamentum flavum forms the posterior boundary of the epidural space. As the needle is advanced during lumbar puncture, there are several points of noticeable resistance. The layers encountered from posterior to anterior are the skin, fascia, and subcutaneous fat, supraspinous ligament (first point of resistance), interspinous ligament, ligamentum flavum (second point of resistance), epidural space, and then the dura (third point of resistance; loss of resistance indicates entry into the subarachnoid space, where the CSF is). The last point of resistance before entering the epidural space is, therefore, the **ligamentum flavum**.""
",1
"""Cross-sections of the spinal cord show butterfly-shaped gray matter with surrounding white matter. Gray matter contains the cell bodies of neurons; white matter contains the axons of neurons as they travel between the brain and the rest of the body. In general, gray matter is divided into three regions: dorsal horns, ventral horns, and lateral horns. Dorsal and ventral horns are found throughout the spinal cord. Though lateral horns are present between segments T1–L3 and segments S2–S4, only **segments T1–L3** have the **prominent lateral projections** between the dorsal and ventral horns as seen in the illustration. Thus, this patient's injury must be located within these segments.""
",1
"""**Dynein** is an ATP\-dependent motor protein responsible for the **retrograde migration** and movement of cellular organelles and proteins along microtubules in axons. After rabies exposure, the rabies virus binds to acetylcholine receptors and enters the motor and sensory nerves of the peripheral nervous system, spreading in a retrograde direction to the CNS. To inhibit the migration of the virus and subsequent brain infection, the new drug must therefore **target dynein motors**.""
",1
"""**Small vessel hemorrhage** and **necrosis** in the **mammillary bodies** of the hypothalamus can be found in patients with Wernicke encephalopathy, a sequela of severe thiamine (vitamin B1) deficiency. **Thiamine deficiency** causes **neuronal injury** and **impaired axonal conduction**, which leads to a classic triad of confusion/memory loss, ataxia, and ophthalmoplegia. Alcohol use disorder, as seen in this patient, decreases intake, absorption, and hepatic storage of thiamine, and is the most important risk factor associated with Wernicke encephalopathy.""
",1
"""**Schwann cells** are formed from **neural crest cells**, which arise from the lateral border of the neural plate (**neuroectoderm**) and migrate along somites to different parts of the body. Other structures derived from neural crest cells are neurons of cranial nerves III to XII, peripheral nerve neurons (both somatic and autonomic), skull bones, pia and arachnoid mater, odontoblasts, laryngeal cartilage, adrenal medulla, melanocytes, aorticopulmonary septum, and endocardial cushion. An immunohistochemical marker of neural crest cells is **S-100**, which is positive in melanomas, Langerhans cell histiocytosis, and schwannomas.""
",1
"""**Closing the eyelids** is accomplished through the contraction of the **orbicularis oculi muscle**, which is, like all facial muscles, innervated by the facial nerve (CN VII). The chorda tympani branch of the facial nerve innervates the taste buds of the anterior two-thirds of the tongue. The facial nerve is also responsible for innervation of the lacrimal gland, submandibular and sublingual glands, and the stapedius muscle.""
",1
"""The new holosystolic murmur in the left parasternal region and the echocardiographic findings indicate affliction of the tricuspid valve. Blood culture findings of gram-positive, catalase-positive, **coagulase-positive** cocci in clusters are characteristic of **_Staphylococcus aureus_**, which is the most common pathogen that causes **acute** infective endocarditis (including in patients with previously healthy valves).  
",1
"In this clinical scenario, infection with _Staphylococcus_ _epidermidis_ would be a reasonable working diagnosis as well, especially since this bacterium is commonly responsible for infections via peripheral venous catheters. However, _S._ _epidermidis_ is coagulase-negative.""
",1
"""This physician's actions demonstrate **beneficence**, which refers to **acting in the best interest of the patient**. Beneficence may conflict with patient or guardian autonomy. It is appropriate to treat a child whose guardian refuses lifesaving treatment for them. However, when adult patients refuse lifesaving treatment for themselves based on religious or other beliefs, and they understand the consequences of forgoing treatment, their decision should be accepted in order to respect patient autonomy.""
",1
"""**Neuronal degeneration** due to **α-synuclein protein misfolding** is the hallmark of Parkinson disease (PD), a disease characterized by the presence of eosinophilic inclusions known as **Lewy bodies** in the soma of neurons. Lewy bodies are aggregates of misfolded α-synuclein and other proteins and are also seen in patients with Lewy body dementia and multiple system atrophy (MSA). Although α-synuclein dysfunction is a key process in PD pathogenesis, the factors instigating neurodegeneration and the selective loss of dopaminergic neurons are multifaceted and still under investigation.""
",1
"""This response is the most appropriate because the **obligation to obtain informed consent lies with the treating physician**. In this scenario, the emergency department resident is facilitating the overall care of the patient, but the urologist remains responsible for performing the suprapubic catheterization and is, therefore, the immediate treating physician. Furthermore, it is very likely that the emergency department resident is not capable of having a thorough discussion of the **core risks, benefits, alternatives, and specific technical aspects regarding the procedure**, all of which are required for obtaining informed consent.""
",1
"""These findings describe the histopathologic appearance of mesothelioma. **Calretinin** is a biomarker found in both benign and malignant tissue of mesothelial origin. Mesothelial cells are often polygonal in shape and have long, slender microvilli, which can be seen on electron microscopy, and **psammoma bodies**.  
",1
"The most common malignancy associated with asbestosis is bronchogenic carcinoma, not mesothelioma. However, bronchogenic carcinoma is not as specific for asbestosis, since almost all cases of pleural mesothelioma arise secondary to asbestos exposure, usually after a long latency period of 20–40 years.""
",1
"""**Arrested endodermal migration** of the thyroid gland from the **pharyngeal floor** describes the process by which a **thyroglossal duct cyst** or ectopic thyroid can arise. This patient's technetium-99m scan shows thyroid tissue within the **tongue**, the most common location of ectopic thyroid tissue. As in this case, enlargement of ectopic thyroid is common with URIs due to the thyroid's lymphoid tissue and can cause dysphagia and dyspnea. Surgical removal of a lingual thyroid may result in hypothyroidism if there is no other site of thyroid tissue. Some patients with thyroid ectopia develop symptoms of hypothyroidism, which could explain this patient's dry and cool skin.""
",1
"""**Segmental thrombosing inflammation** of small and medium-sized vessels that **spares the internal elastic lamina** is the characteristic histologic finding in TAO. TAO most commonly occurs in **male smokers < 45 years** of age and manifests with **migratory thrombophlebitis**, Raynaud phenomenon, and digital ischemia with intermittent claudication. Eventually, critical limb ischemia may develop, which can result in rest pain of the distal extremities, peripheral pulselessness, and/or gangrene with autoamputation of digits.  
",1
"Smoking is the single most important risk factor for TAO. The exact mechanism by which smoking causes TAO is unknown, but direct endothelial cell toxicity from the components of tobacco is presumed to play a role. Complete cessation of smoking is, therefore, the single most important therapeutic measure to prevent gangrene and amputation.""
",1
"""Binding of the Fc domain of immunoglobulin G is achieved by **protein A**, which promotes bacterial evasion of the host immune system. In the absence of protein A, an antibody's Fc domain is responsible for binding complement and interacting with Fc receptors on cell surfaces. Thus, protein A impairs phagocytosis, complement fixation, and antibody\-dependent cellular cytotoxicity by successfully preventing the Fc region from attaching to its usual binding sites.""
",1
"""**Impaired drainage** of lymph leads to retention of **lipid-rich**, **protein-rich fluid** within the interstitial spaces. Due to the high viscosity of lymph, lymphedema does not typically cause pitting. Compression stockings are the first-line treatment for lymphedema.""
",1
"""**Breakdown of endothelial tight junctions** causing damage to the blood-brain barrier (BBB) is the pathologic mechanism underlying **vasogenic edema**. Disruption of the BBB leads to extravasation of fluid and proteins into the extracellular space of the cerebral parenchyma, leading to increased intracranial pressure and neuronal dysfunction. This mechanism of edema development can also be due to other **inflammatory conditions**, metastasis, trauma, or lead poisoning.  
",1
"The patient's behavioral change (putting the fork, salt shaker, and coffee can lid in his mouth) is characteristic of hyperorality, a finding in Kluver-Bucy syndrome. This condition is a possible complication of HSV encephalitis.""
",1
"""**Ionizing radiation** (e.g., gamma irradiation, x-ray) causes ionization of the water component of cells and the resultant generation of **hydroxyl radicals**. Hydroxyl radicals are a type of reactive oxygen species that attack the DNA backbone and bases. These reactions cause DNA single-strand breaks and, most deleteriously, **DNA double-strand breaks**, which are very difficult for the cell to repair, leading to cell death.  
",1
"DNA double-strand breaks may also cause malignant transformation due to faulty cell repair, leading to leukemia (e.g., AML, CLL), papillary thyroid cancer, osteosarcoma, and liver angiosarcoma later in life.""
",1
"""TNF-α is a cytokine that upregulates inflammation in numerous conditions, including ankylosing spondylitis (AS). **TNF-α inhibitors** can improve spine mobility and reduce pain in patients with AS. However, the pro-inflammatory action of TNF-α also plays a key role in granuloma formation and containment of tuberculosis. Inhibition of TNF-α could disrupt the granulomas, thereby releasing intracellular mycobacteria and **reactivating latent tuberculosis**. Thus, TNF-α inhibitors are contraindicated in individuals with latent tuberculosis, necessitating routine **screening tests before initiation** of treatment in all individuals.""
",1
"""**Bronchopulmonary dysplasia** (BPD) due to **barotrauma** and **oxygen toxicity** is a complication of prolonged mechanical ventilation in premature infants. This infant has classic features of BPD, which include new-onset respiratory distress, cyanosis due to hypoxemia, and chest x-ray findings such as **granular densities** and hyperinflation interspersed with areas of atelectasis. Treatment of BPD is primarily focused on limiting oxygen toxicity and preventing complications (e.g., pneumothorax, cardiovascular collapse, neonatal sepsis).""
",1
"""_S. epidermidis_ is a **novobiocin sensitive**, **coagulase-negative**, **catalase-positive**, gram-positive coccus with the capability of biofilm formation. As _S._ _epidermidis_ is part of the normal skin flora, contamination of prosthetic devices (e.g., heart valves and hip implants) may occur during surgery.  
",1
"_Staphylococcus aureus_ is another common causal pathogen of early prosthetic valve endocarditis (i.e., within 60 days after implantation).""
",1
"""This patient with **Cushing disease** most likely has **bilateral hyperplasia of the zona fasciculata** due to excessive ACTH\-dependent adrenocortical stimulation. In addition, excessive pituitary or ectopic ACTH production leads to development of hyperpigmentation in areas not normally exposed to the sun as seen in this patient's palmar crease. This results from increased collateral melanocyte stimulating hormone production, which is cleaved from the same precursor protein (proopiomelanocortin) as ACTH.""
",1
"""**Necrosis of the temporal lobes** is a relatively specific finding in herpes simplex encephalitis, which is most commonly caused by **HSV-1**. Damage to the temporal lobe can cause clinical features such as **olfactory hallucinations** and aphasia. Biopsy of the lesion would show intranuclear eosinophilic inclusions, which is characteristic of herpes virus infections. HSV encephalitis is fatal in up to 70% of cases if left untreated; intravenous acyclovir is the first-line therapy.""
",1
"""Neoplastic **lymphocytes** that stain **positive for tartrate-resistant acid phosphatase** (TRAP) and **CD11c** in a bone marrow biopsy are characteristic findings of hairy cell leukemia. However, due to bone marrow fibrosis, a **dry tap** is also commonly seen in hairy cell leukemia. This mature B-cell malignancy has an indolent progression. It manifests with symptomatic anemia and thrombocytopenia, splenomegaly, and (rarely) B symptoms, as seen in this patient.  
",1
"Current international guidelines recommend immunohistochemistry or flow cytometry instead of TRAP staining to establish a diagnosis of hairy cell leukemia.""
",1
"""Activation of **serine kinases** is a key molecular mechanism in the development of insulin resistance. These kinases **inactivate insulin receptor substrate** (IRS) protein function through phosphorylation, reducing the action of phosphatidylinositide 3-kinases, thereby **blocking** downstream **signaling of insulin receptors**. In addition, serine kinases are able to phosphorylate serine residues on the insulin receptor itself, which also impairs insulin signal transduction. The interruption of insulin receptor signaling **prevents** the **expression** of **GLUT4 receptors** on cell surfaces, attenuating insulin's ability to decrease serum glucose levels. Free fatty acids are known to promote phosphorylation of IRS by serine kinases. Further factors known to increase the activity of intracellular serine kinases include catecholamines, glucocorticoids, and TNF-alpha.  
",1
"In contrast, phosphorylation of tyrosine residues of the insulin receptor is part of the physiologic response to its activation.""
",1
"""**Mucosal lacerations at the gastroesophageal junction** are found in **Mallory-Weiss syndrome**, which is the cause of this patient's epigastric pain, forceful hematemesis, and unstable vitals (indicating hypovolemic shock). Conditions associated with **frequent forceful vomiting**, such as this patient's presumed bulimia nervosa, predispose to Mallory-Weiss syndrome. Other predisposing conditions include alcohol use disorder, hiatal hernia, and GERD.""
",1
"""**Vitamin B6** is a cofactor of cystathionine synthase, which catalyzes the first step of conversion of homocysteine and serine into cystathionine. Homocystinuria caused by **cystathionine synthase deficiency** or decreased affinity of the enzyme for vitamin B6 can be treated with B6 supplementation. However, only about 50% of patients are pyridoxine\-responsive. Because cystathionine synthase deficiency results in the accumulation of thrombogenic homocysteine, it predisposes to thromboembolic events (e.g., acute stroke). Lowering the plasma homocysteine concentration is therefore the single most important factor for reducing the risk of vascular events.""
",1
"""The **sonic hedgehog** (_SHH_) **protein** of the hedgehog protein family plays a critical role during embryonic development and morphogenesis of the central nervous system, craniofacial structures, and limbs. Single gene mutations in the _SHH_ signaling pathway result in malformations such as holoprosencephaly and midfacial defects, as seen here. Holoprosencephaly is also associated with other inherited or acquired conditions such as trisomy 13 and fetal alcohol syndrome.""
",1
"""This patient's right-sided heart failure is most likely related to **chronic** **hypoxic pulmonary vasoconstriction** due to his **COPD** (e.g., cor pulmonale). COPD is characterized by pulmonary inflammation resulting in fibrosis, airway obstruction, and capillary loss. Subsequent hypoxia and hypercapnia cause compensatory pulmonary vasoconstriction. The combination of hypoxic vasoconstriction and chronic inflammation triggers vascular remodeling, which, in turn, causes elevated pulmonary capillary pressure and **pulmonary hypertension**. Chronic, untreated pulmonary hypertension puts a strain on the right ventricle, causing concentric hypertrophy and progressive decline in right cardiac function, eventually leading to symptoms of decompensated right heart failure, as seen in this patient.""
",1
"""Automatic depolarizing **foci near the pulmonary vein** are typically involved in the pathogenesis of atrial fibrillation. Ablation of atrial tissue around the pulmonary veins (**pulmonary vein isolation**) would prevent these depolarizing foci from spreading to the rest of the myocardium.""
",1
"""Multiple endocrine neoplasia 2A and 2B (MEN 2A and MEN 2B) are caused by a germline mutation and lead to **altered expression of the _RET_ proto-oncogene**. This patient's features of medullary thyroid carcinoma, pheochromocytoma, and primary hyperparathyroidism strongly suggest MEN 2A. Since MEN 2A and B are caused by an autosomal dominant gene mutation, all family members of this patient should be screened for the presence of the mutated gene.""
",1
"""**Subependymal giant cell astrocytoma** is a brain tumor associated with tuberous sclerosis (TSC). Other common manifestations of TSC that this patient could develop include **shagreen patches**, **ash-leaf spots**, benign cysts, and **renal cell carcinoma**. This patient's infantile seizures were likely caused by “tubers” (cortical tumors) in the brain.""
",1
"""**Opioid analgesics** (e.g., morphine) can cause **constriction** of the **sphincter of Oddi**, thereby causing or further exacerbating symptoms of biliary colic. Although opioids are effective in treating acute and severe pain, they should be used with caution in patients with a history of biliary tract impairment and/or acute pancreatitis.""
",1
"""**Transmural inflammation** with fibrinoid necrosis on arterial biopsy is characteristic of PAN, which is a necrotizing vasculitis of medium-sized arteries. **Renal artery** involvement, which occurs in about 60% of cases of PAN, can result in prerenal azotemia and hypertension. Involvement of the **coronary arteries** can cause angina, as seen here, and involvement of the **mesenteric vessels** can lead to symptoms of mesenteric ischemia (e.g., abdominal pain, melena). Affected patients can develop numerous microaneurysms and spasms that are readily detected on an arteriogram. PAN is often associated with **hepatitis B** and hepatitis C infection.""
",1
"""**Increased glomerular filtration rate** is normal during pregnancy and leads to **mild glucosuria** even in patients with normal serum blood glucose concentrations. This change is caused by secretion of relaxin and progesterone during pregnancy, which causes significant vasodilation, decreasing systemic vascular resistance, increasing cardiac output, and **increasing renal blood flow**. Increased amounts of solutes enter the renal tubules and **overload sodium/glucose cotransporters** (SGLT2), which results in glucosuria.""
",1
"""This patient's pleural effusion is due to **increased pulmonary capillary permeability**, most likely caused by inflammation from pneumonia (parapneumonic effusion). There are two main types of effusions, transudates and exudates. The distinction between the two is types is determined by **Light criteria**, a scoring system that evaluates three main characteristics of pleural fluid: the pleural fluid protein to serum protein ratio, the pleural fluid LDH to the serum LDH ratio, and pleural fluid LDH. This patient's pleural fluid LDH is more than two-thirds of the upper limit of the serum LDH reference range. It, therefore, fulfills Light criteria for **exudative pleural effusion**.""
",1
"""There is a strong association between **diabetes mellitus** and the development of malignant otitis externa, which is most commonly caused by an infection with **_Pseudomonas aeruginosa_**. The specific connection between diabetes mellitus and malignant otitis externa is not fully understood but may be related to increased pH in diabetic cerumen. Elderly diabetic patients are especially at risk for this potentially fatal condition. Following blood cultures, empiric systemic antibiotic therapy should be initiated and cranial imaging performed.""
",1
"""The **superficial peroneal nerve** supplies **motor innervation** to the **lateral compartment of the leg**, the main functions of which are **foot eversion** and plantar flexion. Injury to this nerve compromises foot eversion but does not affect dorsiflexion, which is produced by the anterior compartment of the leg that is innervated by the deep peroneal nerve. The superficial peroneal nerve also supplies **sensory innervation** to the **distal part of the anterolateral aspect of the leg** and the **dorsum of the foot** (except for the first web space); injury to this nerve thus results in loss of sensation in this area.  
",1
"This patient originally presented with features of compartment syndrome (severe leg swelling and pain, increased compartment pressure) and underwent emergency fasciotomy, which is associated with a risk of nerve injury. Risk factors for compartment syndrome include animal venoms (e.g., rattlesnake bites), circumferential burns, long bone fractures, and crush injuries.""
",1
"""Glucocorticoids combine with nuclear receptors in the cytoplasm and **inhibit transcription factors** such as nuclear factor κB, thereby reducing the expression of **proinflammatory genes** (e.g., TNF-α gene, interleukin-2 gene). Systemic glucocorticoids improve lung function and decrease hospital stay time when used in conjunction with bronchodilator therapies. This patient's muscle weakness is secondary to muscle wasting that is caused by an alteration in protein metabolism through the activation of proteolytic systems by a glucocorticoid (**corticosteroid-induced myopathy**). This effect can be managed through adequate protein supplementation and reverses upon termination of corticosteroid administration.""
",1
"""**Lipooligosaccharide** (LOS) is an **endotoxin** found on the outer membrane of **gram-negative bacteria** like _Neisseria meningitidis_. It is the primary virulence factor in gram-negative septic shock, as it induces the release of proinflammatory mediators including TNF-α, IL-1, and IL-6. Those mediators lead to high fever, tissue damage, and vasodilation, resulting in petechial bleeding and shock. This is responsible for the high mortality rate of meningococcal disease. Serum levels of LOS have been found to correlate with the severity of septic shock.  
",1
"While meningococcal infection usually manifests with clinical features of meningitis (neck rigidity, altered mental status), it can also manifest solely as meningococcemia.""
",1
"""Insufficiency in **uroporphyrinogen III decarboxylase** leads to porphyria cutanea tarda. The blistering pattern follows what would be expected for this diagnosis, and his dark urine is a likely result of increased uroporphyrin. As the acquired type of this disease typically presents in men with liver disease, he should be tested for HIV and HCV as well as fully evaluated for risk factors of alcoholic cirrhosis.  
",1
"The photosensitivity of patients with cutaneous porphyrias results from activation of porphyrins in the skin by ultraviolet light.""
",1
"""Accumulation of **extracellular amyloid plaques** and **intracellular neurofibrillary tangles** are observed in **Alzheimer disease** (AD). A majority of patients with trisomy 21 develop **early-onset** AD since an extra copy of the amyloid precursor protein (APP) gene (located on chromosome 21) leads to higher absolute levels of APP expression and deposition of the encoded amyloid-beta peptide in the brain as well as the cerebral vasculature. Mutations in the APP gene are associated with early-onset familial AD.""
",1
"""**Rituximab** is a chimeric monoclonal **antibody against the B-cell marker CD20** that is used in the treatment of CLL. This drug is associated with an increased risk of PML, a demyelinating disease of the CNS caused by the destruction of oligodendrocytes secondary to **reactivation of JC virus**. Other drugs associated with an increased risk of PML include natalizumab, which is used to treat multiple sclerosis and Crohn disease. PML predominantly develops in patients with severe immunosuppression (e.g., patients with AIDS or those undergoing certain immunosuppressive therapy) and may manifest with decreased cognitive function, focal neurological deficits, and seizures, as seen here.""
",1
"""Signs and symptoms of liver failure one year after liver transplantation suggests **chronic graft rejection**, which occurs due to reactions at both the cellular and humoral level in response to donor peptides. The ensuing inflammation leads to **interstitial fibrosis**, atrophy of the parenchyma, vascular smooth muscle proliferation, and ductopenia (as seen on this patient's biopsy).""
",1
"""Round **nodules of varying sizes** scattered throughout the lungs (“cannonball lesions”) suggest **pulmonary metastases**. Moreover, this patient reports that systemic symptoms (i.e., weight loss) preceded the onset of pulmonary symptoms (dyspnea, cough, hemoptysis) by several months, which should raise suspicion for a primary extrathoracic malignancy. Lung metastases occur in up to 50% of cancer patients, with breast, colorectal, and renal carcinomas among the most common primary tumors in adults. An extensive diagnostic workup (e.g., imaging, biopsy with histology and immunohistochemistry) should be initiated to identify this patient's primary malignancy.""
",1
"""**Hepatocytes** lack the enzyme **succinyl-CoA acetoacetyl-CoA transferase** (thiophorase), which is necessary for the conversion of acetoacetate to acetyl-CoA (and the **downstream production of ATP and GTP** from ketone bodies). Hepatocytes produce ketone bodies for use by other peripheral tissues in states of scarce serum glucose. Notably, erythrocytes cannot metabolize ketone bodies for energy either as they lack mitochondria, the site of oxidative metabolism of ketone bodies for energy production.""
",1
"""**Cerebral amyloid angiopathy** (CAA) is a common cause of spontaneous cortical intracerebral hemorrhage (ICH) in **elderly patients**. CAA narrows the lumen of blood vessels and causes microaneurysms that may rupture spontaneously, which leads to **recurrent lobar ICH**. In this case, the patient's age (> 60 years of age), complete medical history (no history of trauma), focal neurological symptoms (aphasia), and radiological findings (both acute and subacute cortical hemorrhages) make CAA the most likely underlying cause of the hemorrhage.  
",1
"Individuals with Alzheimer disease are at an increased risk of developing CAA.""
",1
"""Postprandial nonbilious vomiting in conjunction with a palpable epigastric mass (often described as olive-shaped) in a male infant is highly suggestive of **hypertrophic pyloric stenosis** (IHPS). IHPS predominantly affects firstborn, male infants, and classically manifests within the first 3–6 weeks of life. Other symptoms include visible gastric peristalsis, early satiety, weight loss, and/or hypokalemic, hypochloremic metabolic alkalosis. Abdominal ultrasound typically shows an **elongated and thickened pylorus**, which confirms the diagnosis.  
",1
"Treatment of hypertrophic pyloric stenosis condition includes conservative measures and surgical incision (Ramstedt pyloromyotomy).""
",1
"""This patient's rash suggests a delayed-type hypersensitivity reaction (**type IV hypersensitivity reaction**) caused by exposure to allergens (e.g., poison ivy). Antigens penetrating the skin are phagocytosed by Langerhans cells, which subsequently migrate to the lymph nodes and there induce the formation of sensitized T lymphocytes. On a subsequent exposure, these **presensitized T lymphocytes** secrete lymphokines (e.g., interferon-γ) that induce **macrophage\-mediated tissue inflammation** as seen in this patient. Examples of diagnostic tests that evaluate for a type IV hypersensitivity reaction include tuberculin skin test, _Candida_ extract test, and patch test.  
",1
"Other substances known to commonly cause delayed-type hypersensitivity reactions include metals (e.g., nickel), cosmetics, and topical medications.""
",1
"""In a patient with increased ALP, **gamma-glutamyl transpeptidase** (GGT) would be the most appropriate test to **differentiate** a disease of the **hepatobiliary system** from a disease of the **bone**. Simultaneous elevation in both ALP and GGT would signify a liver or biliary tract pathology. If ALP is elevated as a result of increased bone turnover, GGT levels would be normal. Increased GGT with normal ALP is characteristic of heavy alcohol use.""
",1
"""Myocardial oxygen demand depends on the heart rate, heart contractility, and wall tension (affected by afterload). An increase in end-diastolic volume, as occurs in fluid resuscitation, causes an **increase** in **cardiac preload** by stretching cardiac myocyte sarcomeres, which results in **increased myocardial contractility** based on the Frank-Starling mechanism. Increased contractility also increases cardiac output (CO) and cardiac work, and hence **myocardial oxygen demand** as well. Note, however, that fluid resuscitation is beneficial in hypovolemic patients because it also increases myocardial oxygen supply by improving coronary perfusion pressure.""
",1
"""Acute multiple sclerosis plaques are characterized by **demyelination with partial preservation of axons**, along with **immune cell infiltration**, **accumulation of macrophages** with phagocytized myelin, and **parenchymal edema**. These changes are a result of an autoimmune reaction in which mainly T helper cells are activated against CNS antigens. This reaction can be triggered by environmental factors such as infection with EBV or HHV 6, UV radiation, insufficient vitamin D consumption, and/or cigarette smoking. The subsequent inflammatory process leads to focal demyelination with nerve destruction, gliosis, and inadequate remyelination, which, in turn, results in impaired saltatory conduction of action potentials.""
",1
"""Right heart failure due to pulmonary hypertension involves increased afterload of the right ventricle, resulting in **reduced right ventricular output**. Reduced right-sided cardiac output leads to **venous congestion** in the vessels that drain into the right heart, including the coronary sinus, which can become dilated as a result.""
",1
"""The number of expected false-negative results of the new test is calculated as the **number of people with malaria** (i.e., 200, the number of people with a positive blood smear) multiplied by the **false-negative rate** of the new test, which is defined as **1 – sensitivity** (true positive rate). Thus, the number of expected false-negative results of the new test is 200 × (1 – 0.7) = 60.""
",1
"""The **volume of distribution** (V<sub>d</sub>) is calculated by **dividing** the **total amount of the drug** in the body by its **plasma concentration**. Since the half-life of amiodarone is extremely long, only a negligible amount of the drug would be eliminated from the body after 20 minutes, meaning that the total drug amount in the body after this time would approximately be equivalent to the amount of the drug administered. In this case, the total drug amount is 150 mg (150,000 μg) and plasma concentration is 2.5 μg/mL. Therefore, V<sub>d </sub> \= 150,000/2.5 = 60,000 mL (60 L). The volume of distribution represents the **tendency of a drug to be distributed in body tissue** rather than plasma. Amiodarone has a high tissue distribution because it is greatly lipophilic.""
",1
"""A single base transversion from uracil to adenine results in the premature stop codon **UAG**, i.e., a nonsense mutation, leading to the truncated protein production. The shorter amino acid chain does not fold in the same manner as the wild-type protein, resulting in a change in the three-dimensional structure of the proteins. Consequently, the function of this truncated, misfolded protein is lost. To help remember the 3 different stop codons **UGA, UAG,** and **UAA: U Go Away, U Are Gone,** and **U Are Away**.""
",1
"""Struvite stones are comprised of **magnesium ammonium phosphate** and account for 5–10% of kidney stones. Precipitation of this compound occurs in the setting of **alkaline urine**, which is commonly attributed to increased ammonia production by **urease\-producing bacterial species** such as **_Proteus_** or **_Klebsiella_**. Elevated urine pH reduces phosphate solubility and increases the risk of struvite stone formation.  
",1
"See “Overview of kidney stones” table.""
",1
"""**Tamoxifen** is a selective estrogen receptor modulator (SERM) that exerts an **anti-estrogenic effect in breast tissue**, which makes it an important agent for the treatment of estrogen and/or progesterone receptor\-positive breast cancer, as in this patient. SERMs (both tamoxifen and raloxifene) have selective **agonist activity** of estrogen receptors in **bone tissue**, which means they decrease the risk of osteoporosis. With tamoxifen specifically, a similar partial estrogenic effect also occurs in the **uterus**, which actually increases the risk of endometrial carcinoma and uterine sarcoma. Raloxifene, however, has an antagonistic effect of estrogen receptors on the uterus, which decreases the risk of these cancers.""
",1
"""Priapism is a potential **side effect of trazodone**. The exact pathomechanism of trazodone\-induced priapism is not fully understood but is most likely linked to the drug's alpha-1 receptor antagonism, which can lead to smooth muscle relaxation and vasodilation. **Low-flow priapism** (LFP), which this patient has, is caused by **inadequate venous outflow** from the corpus cavernosum and results in **painful penile ischemia** and a **rigid erection**. High-flow priapism is usually caused by perineal trauma and leads to a painless, partially rigid erection.  
",1
"LFP is a **urological emergency** that requires prompt management. Initial steps consist of **aspiration of blood** from the corpus cavernosum and intracavernous injection of an alpha-adrenergic agonist (typically phenylephrine). **Trazodone should be discontinued** in this patient to prevent future episodes of LFP.""
",1
